what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411770255550
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411770255587
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411770260317
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411770262218
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1411770265602
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411770266546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411770325904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411770397251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411770443514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411770443684
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411770461073
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1411770473724
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411770502146
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411770505160
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1411770507255
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411770508903
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411770527832
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411770527872
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411770669084
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411770683746
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411770684564
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1411770687203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411770690911
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411770739405
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411770739443
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411770758042
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411770925129
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411770936794
