what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1411683237009
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1411683244741
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1411683244769
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411683259185
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411683260845
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411683272093
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411683361249
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411683365376
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1411683369824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411683376126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411683383616
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411683383661
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411683407563
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411683417290
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1411683419671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411683435813
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411683469439
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411683469483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411683470572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411683471383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411683471883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411683502043
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411683512600
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411683517446
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411683519309
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1411683523519
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411683529298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411683543623
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411683543665
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411683614537
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411683676509
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1411683710231
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411683752445
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411683897097
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411683918760
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411683924422
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411683925935
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1411683928182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411683933540
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411683944766
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411683944805
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411683957969
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411683963015
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1411683968414
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411683978670
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411683997239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684000043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684015078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684022843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684023702
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1411684043898
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411684059022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1411684081505
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411684093262
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411684096025
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411684099133
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1411684102286
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684121101
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684130725
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411684130768
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411684191448
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411684236263
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411684240841
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1411684244237
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684247417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684256637
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411684256669
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684261159
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684261977
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411684313775
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411684315803
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1411684318245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684327267
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684344108
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411684344130
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411684356763
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411684359675
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1411684362868
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684366192
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684381116
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411684381161
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684419016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684588747
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411684603575
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1411684640193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411684651803
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1411684769254
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1411684770123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684775322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684775924
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684776522
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684789262
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411684806446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684834202
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684834370
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1411684849807
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411684855061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684887493
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684887670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684890705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684891093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684891126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684899438
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684911089
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684911235
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411685010830
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411685017031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411685048080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411685048643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411685049206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411685049787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411685051394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411685051932
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411685061342
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411685076082
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1411685078660
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1411685079625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411685090214
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411685094705
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411685108513
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411685109507
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411685110378
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1411685115899
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411685117461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411685137834
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411685137872
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411685169781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411685187695
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411685190097
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1411685192803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411685194102
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411685211506
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411685211549
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411685219551
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411685220626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411685221033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411685221450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411685222242
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411685222844
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411685258358
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411685259911
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1411685260347
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1411685260350
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1411685260355
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1411685260366
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1411685260366
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1411685260372
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1411685260372
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1411685260372
stopped,bundle,com.soyatec.eemf,3.7.1.20110624,"com.soyatec.eemf",1411685260389
stopped,bundle,com.soyatec.additional,3.7.1.20110624,"com.soyatec.additional",1411685260398
stopped,bundle,com.soyatec.core,3.7.1.20110624,"com.soyatec.core",1411685260409
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1411685260414
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.200.v201103302125,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1411685260421
stopped,bundle,com.android.ide.eclipse.ndk,22.0.5.v201307292155--757759,"com.android.ide.eclipse.ndk",1411685260421
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,22.0.5.v201307292155--757759,"overlay.com.android.ide.eclipse.adt.overlay",1411685260424
stopped,bundle,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.adt",1411685260424
stopped,bundle,org.eclipse.cdt,8.0.2.201202111925,"org.eclipse.cdt",1411685260432
stopped,bundle,org.eclipse.cdt.doc.user,5.1.1.201202111925,"org.eclipse.cdt.doc.user",1411685260448
stopped,bundle,org.eclipse.emf.cheatsheets,2.5.0.v20120130-0943,"org.eclipse.emf.cheatsheets",1411685260460
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1411685260481
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1411685260481
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20111213-1754,"org.eclipse.pde.ds.ui",1411685260490
stopped,bundle,org.eclipse.pde.runtime,3.4.201.v20110928-1516,"org.eclipse.pde.runtime",1411685260497
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110928-1516,"org.eclipse.pde.ui.templates",1411685260519
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1411685260519
stopped,bundle,org.eclipse.jst.jsf.facesconfig.ui,1.2.2.v201103292152,"org.eclipse.jst.jsf.facesconfig.ui",1411685260538
stopped,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1411685260538
stopped,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1411685260556
stopped,bundle,org.eclipse.jst.pagedesigner.jsf.ui,1.2.100.v201104061711,"org.eclipse.jst.pagedesigner.jsf.ui",1411685260566
stopped,bundle,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner",1411685260598
stopped,bundle,org.eclipse.jst.jsf.common.ui,1.2.100.v201104061711,"org.eclipse.jst.jsf.common.ui",1411685260609
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1411685260620
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1411685260638
activated,perspective,org.eclipse.ui.ide.application,,"org.eclipse.ui.resourcePerspective",1411755345615
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1411755345616
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1411755345616
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1411755345616
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1411755345642
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1411755345642
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1411755345643
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1411755345643
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1411755345644
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1411755345644
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1411755345644
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1411755345645
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1411755345645
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1411755345656
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1411755345656
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1411755345657
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1411755345657
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1411755345657
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1411755345662
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1411755345663
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1411755345663
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1411755345664
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20120130-0943,"org.eclipse.emf.common.ui",1411755345664
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1411755345665
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1411755345665
started,bundle,org.eclipse.emf.edit,2.7.2.v20120130-0943,"org.eclipse.emf.edit",1411755345665
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20120130-0943,"org.eclipse.emf.edit.ui",1411755345666
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1411755345666
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1411755345666
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1411755345667
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1411755345667
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1411755345667
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1411755345668
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1411755345668
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1411755345668
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1411755345669
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1411755345669
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1411755345669
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1411755345669
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1411755345670
